title,genre,runtime,release,domestic
A Bad Moms Christmas,Comedy,N/A,"November 3, 2017",Unknown
Bad Moon,Horror,1 hrs. 19 min.,"November 1, 1996","$1,055,525"
Bad News Bears,Sports Comedy,1 hrs. 51 min.,"July 22, 2005","$32,868,349"
The Bad News Bears,Sports Comedy,1 hrs. 42 min.,"April 7, 1976","$32,211,330"
The Bad News Bears Go to Japan,Sports Comedy,1 hrs. 32 min.,"June 2, 1978","$7,092,495"
The Bad News Bears in Breaking Training,Sports Comedy,1 hrs. 39 min.,"July 29, 1977","$19,104,350"
Bad Santa,Crime Comedy,1 hrs. 33 min.,"November 26, 2003","$60,060,328"
Bad Santa 2,Comedy,1 hrs. 27 min.,"November 23, 2016","$17,782,178"
Bad Teacher,Comedy,1 hrs. 29 min.,"June 24, 2011","$100,292,856"
Bad Times At The El Royale,Unknown,N/A,"October 5, 2018",Unknown
Bad Turn Worse,Thriller,1 hrs. 31 min.,"November 14, 2014",Unknown
Bad Words,Comedy,1 hrs. 28 min.,"March 14, 2014","$7,779,614"
Badass,Action,N/A,"April 13, 2012",Unknown
Badland,Drama,2 hrs. 40 min.,"November 30, 2007","$1,924"
Badlapur,Foreign,2 hrs. 8 min.,"February 20, 2015","$409,166"
Badmaash Company,Drama,2 hrs. 24 min.,"May 7, 2010",Unknown
Badrinath Ki Dulhania,Romantic Comedy,1 hrs. 47 min.,"March 10, 2017","$1,993,259"
The Bag Man,Crime Drama,1 hrs. 48 min.,"February 28, 2014","$56,574"
Bagdad Cafe,Unknown,1 hrs. 32 min.,"April 22, 1988","$3,587,303"
Baggage Claim,Romantic Comedy,1 hrs. 36 min.,"September 27, 2013","$21,569,509"
Baghban,Foreign,N/A,"October 3, 2003","$1,058,803"
Baghead,Horror Comedy,1 hrs. 24 min.,"June 13, 2008","$140,106"
Bailey's Billions,Family Comedy,1 hrs. 30 min.,"August 5, 2005",Unknown
Baise-Moi,Foreign,1 hrs. 17 min.,"September 15, 2000","$420,224"
Bait,Action Comedy,1 hrs. 59 min.,"September 15, 2000","$15,325,127"
Bajatey Raho,Foreign,1 hrs. 50 min.,"July 26, 2013","$55,397"
Bajirao Mastani,Drama,2 hrs. 30 min.,"December 18, 2015","$6,557,047"
Bajrangi Bhaijaan,Drama,2 hrs. 43 min.,"July 17, 2015","$8,178,001"
Ball of Fire,Romantic Comedy,1 hrs. 51 min.,"December 2, 1941",Unknown
The Ballad of Bering Strait,Documentary,1 hrs. 38 min.,"February 19, 2003","$1,440"
The Ballad of Gregorio Cortez,Unknown,1 hrs. 44 min.,"August 19, 1983","$804,963"
The Ballad of Jack and Rose,Drama,2 hrs. 0 min.,"March 25, 2005","$712,275"
The Ballad of Little Jo,Western,2 hrs. 1 min.,"August 20, 1993","$543,091"
The Ballad of Ramblin' Jack,Documentary,1 hrs. 45 min.,"August 16, 2000","$225,682"
The Ballad of the Sad Cafe,Unknown,1 hrs. 40 min.,"May 3, 1991","$184,890"
Ballast,Drama,1 hrs. 36 min.,"October 1, 2008","$77,556"
Ballerina,Documentary,1 hrs. 20 min.,"January 16, 2009","$114,507"
A Ballerina's Tale,Documentary,1 hrs. 25 min.,"October 14, 2015","$125,144"
Ballers,Unknown,N/A,TBD,Unknown
Ballet 422,Documentary,1 hrs. 12 min.,"February 6, 2015","$333,554"
Ballets Russes,Documentary,1 hrs. 58 min.,"October 26, 2005","$815,848"
Ballistic:Ecks vs. Sever,Action,1 hrs. 31 min.,"September 20, 2002","$14,307,963"
Ballot Measure 9,Documentary,1 hrs. 12 min.,"March 31, 1995","$53,819"
Ballplayer:Pelotero,Documentary,1 hrs. 12 min.,"July 13, 2012","$46,109"
Balls of Fury,Sports Comedy,1 hrs. 30 min.,"August 29, 2007","$32,886,940"
Balls to the Wall,Comedy,N/A,"October 21, 2011",Unknown
Balseros,Documentary,2 hrs. 0 min.,"July 23, 2003","$16,783"
Balto,Animation,1 hrs. 14 min.,"December 22, 1995","$11,348,324"
Balzac and the Little Chinese Seamstress,Foreign,1 hrs. 51 min.,"July 29, 2005","$666,327"
Bamako,Foreign,1 hrs. 55 min.,"February 14, 2007","$112,351"
Bambi,Animation,1 hrs. 9 min.,"August 21, 1942","$3,000,000"
Bambi (Re-issue) (1947),Animation,1 hrs. 9 min.,"December 25, 1947","$2,200,000"
Bambi (Re-issue) (1957),Animation,1 hrs. 9 min.,"July 3, 1957","$6,000,000"
Bambi (Re-issue) (1966),Animation,1 hrs. 9 min.,"March 25, 1966","$9,000,000"
Bambi (Re-issue) (1975),Animation,1 hrs. 9 min.,"June 20, 1975","$20,000,000"
Bambi (Re-issue) (1982),Animation,1 hrs. 9 min.,"June 4, 1982","$23,000,000"
Bambi (Re-issue) (1988),Animation,1 hrs. 9 min.,"July 15, 1988","$39,047,150"
Bamboozled,Comedy,2 hrs. 16 min.,"October 6, 2000","$2,274,979"
Bananas,Unknown,1 hrs. 22 min.,"April 28, 1971",Unknown
Band Aid,Comedy,1 hrs. 31 min.,"June 2, 2017",Unknown
Band Baaja Baaraat,Foreign,2 hrs. 35 min.,"December 10, 2010","$43,820"
A Band Called Death,Documentary,1 hrs. 36 min.,"June 28, 2013","$127,257"
Band of Angels,Romance,2 hrs. 5 min.,"August 3, 1957",Unknown
Band of Outsiders (2016 re-issue),Drama,1 hrs. 37 min.,"May 6, 2016","$38,004"
Band of Outsiders (Re-Issue),Unknown,1 hrs. 35 min.,"August 17, 2001",Unknown
Band of Robbers,Adventure Comedy,1 hrs. 44 min.,"January 15, 2016","$20,555"
Band of the Hand,Unknown,1 hrs. 49 min.,"April 11, 1986","$4,865,912"
The Band's Visit,Foreign,1 hrs. 25 min.,"February 8, 2008","$3,054,457"
Bandidas,Period Adventure,1 hrs. 33 min.,"September 22, 2006",Unknown
Bandido,Unknown,1 hrs. 39 min.,"December 10, 2004",Unknown
Bandit Queen,Drama,1 hrs. 59 min.,"June 30, 1995","$399,748"
Bandits,Crime Comedy,2 hrs. 3 min.,"October 12, 2001","$41,575,141"
Bandolero!,Western,1 hrs. 46 min.,"June 1, 1968",Unknown
Bandslam,Comedy,1 hrs. 51 min.,"August 14, 2009","$5,210,988"
Bandwagon,Music Drama,1 hrs. 43 min.,"September 12, 1997","$44,544"
Bang Bang,Foreign / Action,2 hrs. 33 min.,"October 2, 2014","$2,546,172"
Bang Rajan,Foreign,1 hrs. 11 min.,"August 6, 2004","$24,629"
Bang! The Bert Berns Story,Documentary,1 hrs. 34 min.,"April 26, 2017",Unknown
The Banger Sisters,Comedy,1 hrs. 34 min.,"September 20, 2002","$30,307,416"
Bangistan,Comedy,2 hrs. 15 min.,"August 7, 2015","$48,694"
Bangkok Dangerous,Action / Crime,1 hrs. 40 min.,"September 5, 2008","$15,298,133"
Bangkok Revenge,Foreign / Action,1 hrs. 21 min.,"September 14, 2012","$35,784"
Banjo,Action Drama,0 hrs. 37 min.,"September 23, 2016","$25,531"
The Bank,Unknown,1 hrs. 39 min.,"August 28, 2002","$88,414"
The Bank Dick,Comedy,1 hrs. 12 min.,"November 29, 1940",Unknown
The Bank Job,Crime Thriller,1 hrs. 50 min.,"March 7, 2008","$30,060,660"
Bank Robber,Unknown,1 hrs. 31 min.,"December 10, 1993","$115,842"
Baptists at Our Barbecue,Comedy,1 hrs. 33 min.,"October 8, 2004","$173,306"
Bar Girls,Romantic Comedy,1 hrs. 35 min.,"March 24, 1995","$573,953"
Bar Starz,Comedy,1 hrs. 33 min.,"March 7, 2008",Unknown
Baraka,Documentary,1 hrs. 44 min.,"September 24, 1993","$1,254,237"
Baraka (re-issue),Documentary,1 hrs. 44 min.,"August 27, 2002","$77,873"
Baran,Foreign,1 hrs. 34 min.,"December 7, 2001",Unknown
Barb Wire,Sci-Fi Action,1 hrs. 38 min.,"May 3, 1996","$3,793,614"
Barbara,Foreign,1 hrs. 45 min.,"December 21, 2012","$1,013,902"
The Barbarian Invasions,Foreign,1 hrs. 39 min.,"November 21, 2003","$3,435,749"
The Barbarians,Unknown,1 hrs. 28 min.,"May 15, 1987","$800,000"
Barbarosa,Western,1 hrs. 30 min.,"February 19, 1982","$1,736,123"
The Barber of Seville,Musical,2 hrs. 0 min.,"April 26, 2016",Unknown
Barbershop,Comedy,1 hrs. 42 min.,"September 13, 2002","$75,782,105"
Barbershop 2:Back in Business,Comedy,1 hrs. 46 min.,"February 6, 2004","$65,111,277"
Barbershop:The Next Cut,Comedy,1 hrs. 52 min.,"April 15, 2016","$54,030,051"
Barbie,Unknown,N/A,"June 29, 2018",Unknown
Barcelona,Romantic Comedy,1 hrs. 41 min.,"July 29, 1994","$7,266,973"
Barefoot,Comedy / Drama,1 hrs. 30 min.,"February 21, 2014","$15,071"
Barely Legal,Comedy,1 hrs. 35 min.,"October 21, 2005","$26,511"
Barely Lethal,Action / Adventure,1 hrs. 36 min.,"April 30, 2015","$6,075"
Barfi!,Foreign,2 hrs. 30 min.,"September 14, 2012","$2,804,874"
Barfly,Unknown,1 hrs. 40 min.,"October 16, 1987","$3,221,568"
The Barkleys of Broadway,Musical,1 hrs. 49 min.,"May 4, 1949",Unknown
Barney Thomson,Crime Comedy,1 hrs. 36 min.,"March 11, 2016",Unknown
Barney's Great Adventure,Family,1 hrs. 16 min.,"April 3, 1998","$12,218,638"
Barney's Version (U.S. only),Comedy / Drama,2 hrs. 12 min.,"January 14, 2011","$4,439,201"
Barnyard:The Original Party Animals,Animation,1 hrs. 23 min.,"August 4, 2006","$72,637,803"
Barry Munday,Comedy,1 hrs. 34 min.,"October 1, 2010",Unknown
Bart Got a Room,Comedy,1 hrs. 20 min.,"April 3, 2009","$53,760"
Bartleby,Unknown,1 hrs. 22 min.,"May 24, 2002","$148,479"
Barton Fink,Comedy Thriller,1 hrs. 56 min.,"August 23, 1991","$6,153,939"
BASEketball,Sports Comedy,1 hrs. 50 min.,"July 31, 1998","$7,027,290"
Basic,Thriller,1 hrs. 38 min.,"March 28, 2003","$26,793,311"
Basic Instinct,Thriller,2 hrs. 3 min.,"March 20, 1992","$117,727,224"
Basic Instinct 2,Thriller,1 hrs. 53 min.,"March 31, 2006","$5,971,336"
The Basket,Unknown,1 hrs. 44 min.,"August 20, 1999",Unknown
The Basketball Diaries,Drama,1 hrs. 42 min.,"April 21, 1995","$2,381,087"
Basquiat,Drama,1 hrs. 48 min.,"August 9, 1996","$3,011,195"
Bastards,Foreign,1 hrs. 23 min.,"October 23, 2013","$24,525"
Bastards (2017),Comedy,N/A,"December 22, 2017",Unknown
BAT-21,Unknown,1 hrs. 45 min.,"October 21, 1988","$3,966,256"
Bataan,War,1 hrs. 54 min.,"June 3, 1943",Unknown
Bathing Beauty,Musical,1 hrs. 41 min.,"June 27, 1944",Unknown
Batkid Begins,Documentary,1 hrs. 27 min.,"June 26, 2015","$74,709"
Batman,Action / Adventure,2 hrs. 6 min.,"June 23, 1989","$251,188,924"
Batman and Robin,Action / Adventure,2 hrs. 5 min.,"June 20, 1997","$107,325,195"
Batman Begins,Action / Adventure,2 hrs. 20 min.,"June 15, 2005","$205,343,774"
Batman Begins (2012 re-release),Action / Adventure,2 hrs. 20 min.,"July 19, 2012","$1,508,658"
Batman Forever,Action / Adventure,2 hrs. 2 min.,"June 16, 1995","$184,031,112"
Batman Returns,Action / Adventure,2 hrs. 6 min.,"June 19, 1992","$162,831,698"
Batman v Superman:Dawn of Justice,Action / Adventure,2 hrs. 31 min.,"March 25, 2016","$330,360,194"
Batman:Mask of the Phantasm,Animation,1 hrs. 16 min.,"December 25, 1993","$5,617,391"
Batman:The Killing Joke,Animation,1 hrs. 16 min.,"July 25, 2016","$3,775,000"
Bats,Horror,1 hrs. 31 min.,"October 22, 1999","$10,155,690"
* batteries not included,Sci-Fi Fantasy,1 hrs. 46 min.,"December 18, 1987","$32,945,797"
Battle Beyond the Stars,Unknown,1 hrs. 44 min.,1980,Unknown
Battle for Brooklyn,Documentary,1 hrs. 33 min.,"June 17, 2011","$17,981"
Battle for Haditha,War Drama,1 hrs. 37 min.,"May 7, 2008","$10,310"
Battle for Terra,Animation,1 hrs. 25 min.,"May 1, 2009","$1,647,083"
Battle for the Planet of the Apes,Sci-Fi Adventure,1 hrs. 33 min.,"May 23, 1973","$8,844,595"
Battle in Heaven,Foreign,1 hrs. 38 min.,"February 17, 2006","$70,899"
Battle in Seattle,Action Drama,1 hrs. 38 min.,"September 19, 2008","$224,169"
The Battle of Algiers,Foreign,2 hrs. 0 min.,"September 20, 1967",Unknown
The Battle of Algiers (2016),Drama,2 hrs. 3 min.,"October 7, 2016",Unknown
The Battle of Algiers (re-issue),Foreign,2 hrs. 0 min.,"January 9, 2004","$822,941"
Battle of Britain,War,2 hrs. 13 min.,"October 24, 1969",Unknown
Battle of Memories,Thriller,1 hrs. 59 min.,"April 28, 2017","$594,552"
The Battle of Shaker Heights,Comedy,1 hrs. 25 min.,"August 22, 2003","$280,351"
Battle of the Brides (Co Dau Dai Chien),Foreign,1 hrs. 40 min.,"May 6, 2011","$64,572"
Battle of the Bulge,War,2 hrs. 49 min.,"December 16, 1965",Unknown
Battle of the Sexes,Sports,N/A,"September 22, 2017",Unknown
Battle of the Year,Drama,1 hrs. 49 min.,"September 20, 2013","$8,888,355"
Battle:Los Angeles,Sci-Fi Action,1 hrs. 56 min.,"March 11, 2011","$83,552,429"
Battlefield America,Music Drama,1 hrs. 46 min.,"June 1, 2012","$172,000"
Battlefield Earth,Sci-Fi Adventure,1 hrs. 57 min.,"May 12, 2000","$21,471,685"
Battleship,Action,2 hrs. 11 min.,"May 18, 2012","$65,422,625"
Battleship Potemkin (2011 re-issue),War,1 hrs. 15 min.,"January 14, 2011",Unknown
The Baxter,Romantic Comedy,1 hrs. 31 min.,"August 26, 2005","$181,872"
The Bay,Horror Thriller,1 hrs. 24 min.,"November 2, 2012","$30,668"
The Bay Boy,Period Drama,1 hrs. 47 min.,"February 15, 1985","$162,364"
Bay of Angels (re-issue),Unknown,1 hrs. 19 min.,"November 30, 2001",Unknown
Baywatch,Action Comedy,1 hrs. 56 min.,"May 25, 2017",Unknown
Dunkirk,Action Thriller,1 hrs. 46 min.,"July 21, 2017",Unknown
Be Cool,Crime Comedy,1 hrs. 44 min.,"March 4, 2005","$56,046,979"
Be Here Now:The Andy Whitfield Story,Documentary,1 hrs. 50 min.,"April 8, 2016","$22,424"
Be Here to Love Me:A Film About Townes Van Zandt,Documentary,1 hrs. 39 min.,"December 2, 2005","$129,988"
"Be Kind, Rewind",Comedy,1 hrs. 41 min.,"February 22, 2008","$11,175,164"
Be Somebody,Comedy,1 hrs. 28 min.,"June 10, 2016","$15,395"
Be with Me,Foreign,1 hrs. 33 min.,"September 29, 2006","$1,365"
The Beach,Drama / Thriller,1 hrs. 59 min.,"February 11, 2000","$39,785,027"
Beach Blanket Bingo,Musical,1 hrs. 38 min.,"April 14, 1965",Unknown
Beach Party,Musical,1 hrs. 41 min.,"August 7, 1963",Unknown
Beach Rats,Drama,1 hrs. 38 min.,"August 25, 2017",Unknown
Beaches,Drama,2 hrs. 3 min.,"December 23, 1988","$57,041,866"
The Beaches of Agnes,Documentary,1 hrs. 50 min.,"July 2, 2009",Unknown
Bean,Comedy,1 hrs. 30 min.,"October 17, 1997","$45,319,423"
"The Beans of Egypt, Maine",Unknown,1 hrs. 39 min.,"November 23, 1994","$73,956"
The Bear,Family Adventure,1 hrs. 32 min.,"October 27, 1989","$31,753,898"
The Bear (1984),Unknown,1 hrs. 50 min.,"September 28, 1984","$2,687,148"
Bear Cub,Foreign,1 hrs. 32 min.,"November 5, 2004","$100,133"
BearCity,Comedy,N/A,"October 22, 2010","$5,980"
Bears,Documentary,1 hrs. 18 min.,"April 18, 2014","$17,780,194"
The Beast,War Drama,1 hrs. 51 min.,"September 16, 1988","$161,004"
The Beast Within,Unknown,1 hrs. 38 min.,"February 12, 1982","$7,742,572"
Beastly,Fantasy,1 hrs. 35 min.,"March 4, 2011","$27,865,571"
The Beastmaster,Fantasy,1 hrs. 58 min.,"August 20, 1982","$14,056,528"
Beastmaster 2,Action Fantasy,1 hrs. 47 min.,"August 30, 1991","$869,325"
Beasts of No Nation,Drama,2 hrs. 13 min.,"October 16, 2015","$90,777"
Beasts of the Southern Wild,Drama,1 hrs. 31 min.,"June 27, 2012","$12,795,746"
The Beat Hotel,Documentary,1 hrs. 22 min.,"March 30, 2012","$6,480"
Beat Street,Music Drama,1 hrs. 46 min.,"June 8, 1984","$16,595,791"
The Beat That My Heart Skipped,Foreign,1 hrs. 47 min.,"July 1, 2005","$1,023,424"
Beat the Drum,Unknown,1 hrs. 54 min.,N/A,Unknown
The Beatles:Eight Days a Week - The Touring Years,Documentary,1 hrs. 39 min.,"September 15, 2016","$2,930,414"
Beatrice,Foreign,2 hrs. 10 min.,"March 18, 1988","$211,821"
Beatriz At Dinner,Comedy,1 hrs. 17 min.,"June 9, 2017",Unknown
"Beats, Rhymes & Life:The Travels of a Tribe Called Quest",Documentary,1 hrs. 38 min.,"July 8, 2011","$1,200,326"
Beaufort,Foreign,2 hrs. 5 min.,"January 18, 2008","$102,591"
The Beautician and the Beast,Romantic Comedy,1 hrs. 47 min.,"February 7, 1997","$11,486,880"
Beautiful,Comedy / Drama,1 hrs. 52 min.,"September 29, 2000","$3,157,348"
Beautiful Accident,Fantasy Comedy,1 hrs. 44 min.,"June 2, 2017",Unknown
Beautiful Boxer,Foreign,1 hrs. 58 min.,"January 21, 2005","$133,920"
Beautiful Boy,Drama,1 hrs. 40 min.,"June 3, 2011","$77,247"
The Beautiful Country,Drama,2 hrs. 5 min.,"July 8, 2005","$442,813"
Beautiful Creatures,Unknown,1 hrs. 26 min.,"April 6, 2001","$55,835"
Beautiful Creatures (2013),Drama,2 hrs. 12 min.,"February 14, 2013","$19,452,138"
Beautiful Darling,Documentary,N/A,"April 22, 2011","$34,096"
Beautiful Girl,Thriller,N/A,TBD,Unknown
Beautiful Girls,Comedy / Drama,1 hrs. 50 min.,"February 9, 1996","$10,597,759"
A Beautiful Life,Foreign,N/A,"May 20, 2011","$66,171"
Beautiful Losers,Documentary,1 hrs. 30 min.,"August 8, 2008","$56,386"
A Beautiful Mind,Period Drama,2 hrs. 16 min.,"December 21, 2001","$170,742,341"
A Beautiful Now,Comedy / Drama,1 hrs. 30 min.,"September 2, 2016","$1,714"
Beautiful People,Comedy,1 hrs. 47 min.,"February 18, 2000","$264,292"
A Beautiful Planet,Documentary,0 hrs. 45 min.,"April 29, 2016",Unknown
Beautiful Thing,Romance,1 hrs. 29 min.,"October 9, 1996","$1,548,120"
The Beautiful Truth,Documentary,1 hrs. 32 min.,"November 14, 2008","$15,387"
Beautopia,Documentary,1 hrs. 50 min.,"March 5, 1999","$2,870"
The Beauty Academy of Kabul,Documentary,1 hrs. 14 min.,"November 4, 2005","$225,448"
Beauty and the Beast,Animation,1 hrs. 24 min.,"November 15, 1991","$145,863,363"
Beauty and the Beast (1946),Foreign,1 hrs. 33 min.,"December 23, 1947",Unknown
Beauty and the Beast (2002 re-issue),Foreign,1 hrs. 33 min.,"June 21, 2002","$138,503"
Beauty and the Beast (2016 re-issue),Fantasy,1 hrs. 33 min.,"February 12, 2016","$160,215"
Beauty and the Beast (2016),Fantasy,1 hrs. 52 min.,"September 23, 2016",Unknown
Beauty and the Beast (2017),Fantasy,2 hrs. 9 min.,"March 17, 2017","$504,014,165"
Beauty and the Beast (3D),Animation,1 hrs. 24 min.,"January 13, 2012","$47,617,067"
Beauty and the Beast (IMAX),IMAX,1 hrs. 30 min.,"January 1, 2002","$25,487,190"
Beauty and the Beast:A Latter-Day Tale,Romance,1 hrs. 33 min.,"March 16, 2007",Unknown
Beauty in Trouble,Foreign,1 hrs. 50 min.,"June 13, 2008","$19,300"
The Beauty Inside,Drama,2 hrs. 7 min.,"September 11, 2015","$108,083"
Beauty Remains,Foreign,1 hrs. 27 min.,"September 21, 2007","$4,298"
Beauty Shop,Comedy,1 hrs. 45 min.,"March 30, 2005","$36,351,350"
The Beaver,Comedy / Drama,1 hrs. 31 min.,"May 6, 2011","$970,816"
Beavis and Butt-Head Do America,Animation,1 hrs. 20 min.,"December 20, 1996","$63,118,386"
Bebe's Kids,Animation,1 hrs. 12 min.,"July 31, 1992","$8,442,162"
Because I Said So,Romantic Comedy,1 hrs. 42 min.,"February 2, 2007","$42,674,040"
Because of Gracia,Drama,1 hrs. 47 min.,"September 15, 2017",Unknown
Because of Winn-Dixie,Family,1 hrs. 46 min.,"February 18, 2005","$32,647,042"
Becket (re-issue),Historical Drama,2 hrs. 28 min.,"January 26, 2007","$149,327"
Becoming Colette,Unknown,1 hrs. 37 min.,"November 6, 1992","$272,931"
Becoming Jane,Romance,1 hrs. 53 min.,"August 3, 2007","$18,670,946"
Becoming Traviata,Documentary,2 hrs. 0 min.,"May 15, 2013","$62,652"
Bed and Breakfast,Unknown,1 hrs. 37 min.,"August 7, 1992","$44,947"
Bed of Roses,Romance,1 hrs. 28 min.,"January 26, 1996","$19,030,691"
Bedazzled (1967),Fantasy Comedy,1 hrs. 43 min.,"December 10, 1967",Unknown
Bedazzled (2000),Fantasy Comedy,1 hrs. 33 min.,"October 20, 2000","$37,886,980"
Bedeviled,Horror,1 hrs. 30 min.,"August 11, 2017",Unknown
The Bedroom Window,Unknown,1 hrs. 53 min.,"January 16, 1987","$12,640,385"
Bedrooms and Hallways,Unknown,1 hrs. 36 min.,"September 3, 1999","$136,049"
Bedtime Stories,Family Adventure,1 hrs. 35 min.,"December 25, 2008","$110,101,975"
Bee Movie,Animation,1 hrs. 30 min.,"November 2, 2007","$126,631,277"
Bee Season,Drama,1 hrs. 45 min.,"November 11, 2005","$1,180,560"
Beefcake,Unknown,1 hrs. 33 min.,"October 15, 1999","$276,259"
Been Rich All My Life,Documentary,1 hrs. 21 min.,"July 21, 2006","$36,406"
Beer for My Horses,Comedy,1 hrs. 33 min.,"August 8, 2008","$666,045"
Beerfest,Comedy,1 hrs. 50 min.,"August 25, 2006","$19,185,184"
Beeswax,Comedy / Drama,1 hrs. 40 min.,"August 7, 2009","$46,590"
Beethoven,Family Comedy,1 hrs. 29 min.,"April 3, 1992","$57,114,049"
Beethoven's 2nd,Family Comedy,1 hrs. 27 min.,"December 17, 1993","$53,443,066"
Beetle Queen Conquers Tokyo,Documentary,1 hrs. 30 min.,"May 12, 2010","$32,308"
Beetlejuice,Horror Comedy,1 hrs. 32 min.,"April 1, 1988","$73,707,461"
Befikre,Drama,2 hrs. 30 min.,"December 9, 2016","$498,000"
Before and After,Drama,1 hrs. 48 min.,"February 23, 1996","$8,797,839"
Before I Disappear,Comedy / Drama,1 hrs. 35 min.,"November 28, 2014","$10,078"
Before I Fall,Drama,1 hrs. 39 min.,"March 3, 2017","$12,241,122"
Before I Forget,Foreign,1 hrs. 48 min.,"July 18, 2008","$27,611"
Before I Go To Sleep,Thriller,1 hrs. 32 min.,"October 31, 2014","$3,242,457"
Before I Wake,Horror,1 hrs. 37 min.,TBD,Unknown
Before Midnight,Drama,1 hrs. 48 min.,"May 24, 2013","$8,114,627"
Before Night Falls,Drama,2 hrs. 13 min.,"December 22, 2000","$4,242,892"
Before Sunrise,Romance,1 hrs. 41 min.,"January 27, 1995","$5,535,405"
Before Sunset,Romance,1 hrs. 20 min.,"July 2, 2004","$5,820,649"
Before the Devil Knows You're Dead,Crime Thriller,2 hrs. 3 min.,"October 26, 2007","$7,084,227"
Before the Fall,Foreign,1 hrs. 50 min.,"October 7, 2005","$144,254"
Before the Rain,Foreign,1 hrs. 55 min.,"February 24, 1995","$763,847"
Before the Rains,Period Drama,1 hrs. 38 min.,"May 9, 2008","$1,029,655"
Before We Go,Comedy / Drama,1 hrs. 36 min.,"September 4, 2015","$37,151"
Before You Know It,Documentary,1 hrs. 50 min.,"May 30, 2014","$6,717"
Begin Again,Comedy,1 hrs. 44 min.,"June 27, 2014","$16,170,632"
A Beginner's Guide to Snuff,Horror Comedy,1 hrs. 27 min.,"June 23, 2017",Unknown
Beginners,Drama,1 hrs. 44 min.,"June 3, 2011","$5,790,894"
Beginning of the Great Revival,Foreign,2 hrs. 4 min.,"June 24, 2011","$151,305"
The Beguiled,Unknown,1 hrs. 45 min.,"March 31, 1971","$1,100,000"
The Beguiled (2017),Drama,1 hrs. 33 min.,"June 23, 2017",Unknown
Behind Enemy Lines,Action Thriller,1 hrs. 48 min.,"November 30, 2001","$58,856,790"
Behind the Burly Q,Documentary,1 hrs. 38 min.,"April 23, 2010","$23,889"
Behind the Mask:The Rise of Leslie Vernon,Horror Comedy,1 hrs. 37 min.,"March 16, 2007","$69,136"
Behind the Sun,Drama,1 hrs. 32 min.,"December 12, 2001",Unknown
Behind the White Glasses,Documentary,1 hrs. 44 min.,"April 21, 2017","$2,223"
Beijing Bicycle,Foreign,1 hrs. 53 min.,"January 11, 2002",Unknown
Beijing Love Story,Foreign,2 hrs. 2 min.,"February 14, 2014","$428,318"
Being 17,Drama,1 hrs. 54 min.,"October 7, 2016","$52,713"
Being Charlie,Comedy,1 hrs. 37 min.,"May 6, 2016","$30,400"
Being Cyrus,Comedy / Drama,1 hrs. 30 min.,"March 24, 2006","$100,184"
Being Elmo:A Puppeteer's Journey,Documentary,1 hrs. 16 min.,"October 21, 2011","$304,052"
Being Flynn,Comedy / Drama,1 hrs. 26 min.,"March 2, 2012","$540,152"
Being Human,Fantasy Drama,2 hrs. 2 min.,"May 6, 1994","$1,519,366"
Being John Malkovich,Fantasy Comedy,1 hrs. 53 min.,"October 29, 1999","$22,863,596"
Being Julia,Period Comedy,1 hrs. 45 min.,"October 15, 2004","$7,739,049"
Being There,Comedy / Drama,2 hrs. 10 min.,"December 21, 1979","$30,177,511"
Bel Ami,Period Drama,1 hrs. 42 min.,"June 8, 2012","$120,462"
Bel Borba Aqui,Foreign,N/A,"October 3, 2012","$7,426"
Believe,Documentary,1 hrs. 31 min.,"December 25, 2013","$6,206,566"
Believe (2016),Family,1 hrs. 59 min.,"December 2, 2016","$890,303"
Believe in Me,Drama,1 hrs. 48 min.,"March 9, 2007","$209,654"
Believe Me,Comedy,1 hrs. 33 min.,"September 26, 2014","$23,419"
The Believer,Unknown,1 hrs. 40 min.,"May 17, 2002","$416,925"
The Believers,Horror Thriller,1 hrs. 55 min.,"June 12, 1987","$18,753,438"
Belizaire the Cajun,Historical Drama,1 hrs. 43 min.,"June 13, 1986","$1,142,243"
The Belko Experiment,Horror Thriller,1 hrs. 28 min.,"March 17, 2017","$10,166,820"
Bella,Drama,1 hrs. 31 min.,"October 26, 2007","$8,070,537"
Belle,Drama,1 hrs. 45 min.,"May 2, 2014","$10,726,630"
Belle De Jour (Re-issue),Foreign,1 hrs. 42 min.,"June 28, 1995","$4,037,017"
Belle Epoque,Foreign,1 hrs. 49 min.,"February 25, 1994","$5,418,216"
The Belle of New York,Musical,1 hrs. 22 min.,"February 22, 1952",Unknown
Belle Toujours,Foreign,1 hrs. 8 min.,"June 8, 2007","$10,921"
Bellflower,Thriller,1 hrs. 45 min.,"August 5, 2011","$168,226"
Bellman and True,Unknown,2 hrs. 2 min.,"April 1, 1988","$226,944"
The Bells of St. Mary's,Drama,2 hrs. 6 min.,"December 7, 1945","$21,333,333"
Belly,Crime Drama,1 hrs. 35 min.,"November 6, 1998","$9,639,390"
Beloved,Period Drama,2 hrs. 52 min.,"October 16, 1998","$22,852,487"
Beloved (2012),Foreign,2 hrs. 18 min.,"August 17, 2012","$137,515"
Beloved Sisters,Foreign,2 hrs. 51 min.,"January 9, 2015","$54,030"
Below,Period Horror,1 hrs. 45 min.,"October 11, 2002","$605,562"
Below Her Mouth,Drama,1 hrs. 34 min.,"April 28, 2017",Unknown
Ben X,Foreign,1 hrs. 33 min.,"October 24, 2008","$1,601"
